state,year,month,medium,political_lean,diet_threshold,partisanship_scenario,age_group,value
DE,2015,4,online,R,50,strict,under 18,3.4
DE,2015,1,tv,L,75,lenient,under 18,6.8
DE,2015,2,tv,L,75,lenient,under 18,16.8
DE,2015,3,tv,L,75,lenient,under 18,26.8
DE,2015,4,tv,L,75,lenient,under 18,36.8
DE,2015,1,tv,R,75,lenient,under 18,1.8
DE,2015,2,tv,R,75,lenient,under 18,6.8
DE,2015,3,tv,R,75,lenient,under 18,11.8
DE,2015,4,tv,R,75,lenient,under 18,16.8
DE,2015,1,online,L,75,lenient,under 18,0.8
DE,2015,2,online,L,75,lenient,under 18,2.8
DE,2015,3,online,L,75,lenient,under 18,4.8
DE,2015,4,online,L,75,lenient,under 18,6.8
DE,2015,1,online,R,75,lenient,under 18,0.3
DE,2015,2,online,R,75,lenient,under 18,0.8
DE,2015,3,online,R,75,lenient,under 18,1.8
DE,2015,4,online,R,75,lenient,under 18,2.8
DE,2015,1,tv,L,75,strict,under 18,6.4
DE,2015,2,tv,L,75,strict,under 18,16.4
DE,2015,3,tv,L,75,strict,under 18,26.4
DE,2015,4,tv,L,75,strict,under 18,36.4
DE,2015,1,tv,R,75,strict,under 18,1.4
DE,2015,2,tv,R,75,strict,under 18,6.4
DE,2015,3,tv,R,75,strict,under 18,11.4
DE,2015,4,tv,R,75,strict,under 18,16.4
DE,2015,1,online,L,75,strict,under 18,0.4
DE,2015,2,online,L,75,strict,under 18,2.4
DE,2015,3,online,L,75,strict,under 18,4.4
DE,2015,4,online,L,75,strict,under 18,6.4
DE,2015,1,online,R,75,strict,under 18,0
DE,2015,2,online,R,75,strict,under 18,0.4
DE,2015,3,online,R,75,strict,under 18,1.4
DE,2015,4,online,R,75,strict,under 18,2.4
FL,2015,1,tv,L,50,lenient,under 18,10
FL,2015,2,tv,L,50,lenient,under 18,20
FL,2015,3,tv,L,50,lenient,under 18,30
FL,2015,4,tv,L,50,lenient,under 18,40
FL,2015,1,tv,R,50,lenient,under 18,5
FL,2015,2,tv,R,50,lenient,under 18,10
FL,2015,3,tv,R,50,lenient,under 18,15
FL,2015,4,tv,R,50,lenient,under 18,20
FL,2015,1,online,L,50,lenient,under 18,2
FL,2015,2,online,L,50,lenient,under 18,4
FL,2015,3,online,L,50,lenient,under 18,6
FL,2015,4,online,L,50,lenient,under 18,8
FL,2015,1,online,R,50,lenient,under 18,1
FL,2015,2,online,R,50,lenient,under 18,2
FL,2015,3,online,R,50,lenient,under 18,3
FL,2015,4,online,R,50,lenient,under 18,4
FL,2015,1,tv,L,50,strict,under 18,9.6
FL,2015,2,tv,L,50,strict,under 18,19.6
FL,2015,3,tv,L,50,strict,under 18,29.6
FL,2015,4,tv,L,50,strict,under 18,39.6
FL,2015,1,tv,R,50,strict,under 18,4.6
FL,2015,2,tv,R,50,strict,under 18,9.6
FL,2015,3,tv,R,50,strict,under 18,14.6
FL,2015,4,tv,R,50,strict,under 18,19.6
FL,2015,1,online,L,50,strict,under 18,1.6
FL,2015,2,online,L,50,strict,under 18,3.6
FL,2015,3,online,L,50,strict,under 18,5.6
FL,2015,4,online,L,50,strict,under 18,7.6
FL,2015,1,online,R,50,strict,under 18,0.6
FL,2015,2,online,R,50,strict,under 18,1.6
FL,2015,3,online,R,50,strict,under 18,2.6
FL,2015,4,online,R,50,strict,under 18,3.6
FL,2015,1,tv,L,75,lenient,under 18,7
FL,2015,2,tv,L,75,lenient,under 18,17
FL,2015,3,tv,L,75,lenient,under 18,27
FL,2015,4,tv,L,75,lenient,under 18,37
FL,2015,1,tv,R,75,lenient,under 18,2
FL,2015,2,tv,R,75,lenient,under 18,7
FL,2015,3,tv,R,75,lenient,under 18,12
FL,2015,4,tv,R,75,lenient,under 18,17
FL,2015,1,online,L,75,lenient,under 18,1
FL,2015,2,online,L,75,lenient,under 18,3
FL,2015,3,online,L,75,lenient,under 18,5
FL,2015,4,online,L,75,lenient,under 18,7
FL,2015,1,online,R,75,lenient,under 18,0.5
FL,2015,2,online,R,75,lenient,under 18,1
FL,2015,3,online,R,75,lenient,under 18,2
FL,2015,4,online,R,75,lenient,under 18,3
FL,2015,1,tv,L,75,strict,under 18,6.6
FL,2015,2,tv,L,75,strict,under 18,16.6
FL,2015,3,tv,L,75,strict,under 18,26.6
FL,2015,4,tv,L,75,strict,under 18,36.6
FL,2015,1,tv,R,75,strict,under 18,1.6
FL,2015,2,tv,R,75,strict,under 18,6.6
FL,2015,3,tv,R,75,strict,under 18,11.6
FL,2015,4,tv,R,75,strict,under 18,16.6
FL,2015,1,online,L,75,strict,under 18,0.6
FL,2015,2,online,L,75,strict,under 18,2.6
FL,2015,3,online,L,75,strict,under 18,4.6
FL,2015,4,online,L,75,strict,under 18,6.6
FL,2015,1,online,R,75,strict,under 18,0.1
FL,2015,2,online,R,75,strict,under 18,0.6
FL,2015,3,online,R,75,strict,under 18,1.6
FL,2015,4,online,R,75,strict,under 18,2.6
GA,2015,1,tv,L,50,lenient,under 18,9.8
GA,2015,2,tv,L,50,lenient,under 18,19.8
GA,2015,3,tv,L,50,lenient,under 18,29.8
GA,2015,4,tv,L,50,lenient,under 18,39.8
GA,2015,1,tv,R,50,lenient,under 18,4.8
GA,2015,2,tv,R,50,lenient,under 18,9.8
GA,2015,3,tv,R,50,lenient,under 18,14.8
GA,2015,4,tv,R,50,lenient,under 18,19.8
GA,2015,1,online,L,50,lenient,under 18,1.8
GA,2015,2,online,L,50,lenient,under 18,3.8
GA,2015,3,online,L,50,lenient,under 18,5.8
GA,2015,4,online,L,50,lenient,under 18,7.8
GA,2015,1,online,R,50,lenient,under 18,0.8
GA,2015,2,online,R,50,lenient,under 18,1.8
GA,2015,3,online,R,50,lenient,under 18,2.8
GA,2015,4,online,R,50,lenient,under 18,3.8
GA,2015,1,tv,L,50,strict,under 18,9.4
GA,2015,2,tv,L,50,strict,under 18,19.4
GA,2015,3,tv,L,50,strict,under 18,29.4
GA,2015,4,tv,L,50,strict,under 18,39.4
GA,2015,1,tv,R,50,strict,under 18,4.4
GA,2015,2,tv,R,50,strict,under 18,9.4
GA,2015,3,tv,R,50,strict,under 18,14.4
GA,2015,4,tv,R,50,strict,under 18,19.4
GA,2015,1,online,L,50,strict,under 18,1.4
GA,2015,2,online,L,50,strict,under 18,3.4
GA,2015,3,online,L,50,strict,under 18,5.4
GA,2015,4,online,L,50,strict,under 18,7.4
GA,2015,1,online,R,50,strict,under 18,0.4
GA,2015,2,online,R,50,strict,under 18,1.4
GA,2015,3,online,R,50,strict,under 18,2.4
GA,2015,4,online,R,50,strict,under 18,3.4
GA,2015,1,tv,L,75,lenient,under 18,6.8
GA,2015,2,tv,L,75,lenient,under 18,16.8
GA,2015,3,tv,L,75,lenient,under 18,26.8
GA,2015,4,tv,L,75,lenient,under 18,36.8
GA,2015,1,tv,R,75,lenient,under 18,1.8
GA,2015,2,tv,R,75,lenient,under 18,6.8
GA,2015,3,tv,R,75,lenient,under 18,11.8
GA,2015,4,tv,R,75,lenient,under 18,16.8
GA,2015,1,online,L,75,lenient,under 18,0.8
GA,2015,2,online,L,75,lenient,under 18,2.8
GA,2015,3,online,L,75,lenient,under 18,4.8
GA,2015,4,online,L,75,lenient,under 18,6.8
GA,2015,1,online,R,75,lenient,under 18,0.3
GA,2015,2,online,R,75,lenient,under 18,0.8
GA,2015,3,online,R,75,lenient,under 18,1.8
GA,2015,4,online,R,75,lenient,under 18,2.8
GA,2015,1,tv,L,75,strict,under 18,6.4
GA,2015,2,tv,L,75,strict,under 18,16.4
GA,2015,3,tv,L,75,strict,under 18,26.4
GA,2015,4,tv,L,75,strict,under 18,36.4
GA,2015,1,tv,R,75,strict,under 18,1.4
GA,2015,2,tv,R,75,strict,under 18,6.4
GA,2015,3,tv,R,75,strict,under 18,11.4
GA,2015,4,tv,R,75,strict,under 18,16.4
GA,2015,1,online,L,75,strict,under 18,0.4
GA,2015,2,online,L,75,strict,under 18,2.4
GA,2015,3,online,L,75,strict,under 18,4.4
GA,2015,4,online,L,75,strict,under 18,6.4
GA,2015,1,online,R,75,strict,under 18,0
GA,2015,2,online,R,75,strict,under 18,0.4
GA,2015,3,online,R,75,strict,under 18,1.4
GA,2015,4,online,R,75,strict,under 18,2.4
HI,2015,1,tv,L,50,lenient,under 18,10
HI,2015,2,tv,L,50,lenient,under 18,20
HI,2015,3,tv,L,50,lenient,under 18,30
HI,2015,4,tv,L,50,lenient,under 18,40
HI,2015,1,tv,R,50,lenient,under 18,5
HI,2015,2,tv,R,50,lenient,under 18,10
HI,2015,3,tv,R,50,lenient,under 18,15
HI,2015,4,tv,R,50,lenient,under 18,20
HI,2015,1,online,L,50,lenient,under 18,2
HI,2015,2,online,L,50,lenient,under 18,4
HI,2015,3,online,L,50,lenient,under 18,6
HI,2015,4,online,L,50,lenient,under 18,8
HI,2015,1,online,R,50,lenient,under 18,1
HI,2015,2,online,R,50,lenient,under 18,2
HI,2015,3,online,R,50,lenient,under 18,3
HI,2015,4,online,R,50,lenient,under 18,4
HI,2015,1,tv,L,50,strict,under 18,9.6
HI,2015,2,tv,L,50,strict,under 18,19.6
HI,2015,3,tv,L,50,strict,under 18,29.6
HI,2015,4,tv,L,50,strict,under 18,39.6
HI,2015,1,tv,R,50,strict,under 18,4.6
HI,2015,2,tv,R,50,strict,under 18,9.6
HI,2015,3,tv,R,50,strict,under 18,14.6
HI,2015,4,tv,R,50,strict,under 18,19.6
HI,2015,1,online,L,50,strict,under 18,1.6
HI,2015,2,online,L,50,strict,under 18,3.6
HI,2015,3,online,L,50,strict,under 18,5.6
HI,2015,4,online,L,50,strict,under 18,7.6
HI,2015,1,online,R,50,strict,under 18,0.6
HI,2015,2,online,R,50,strict,under 18,1.6
HI,2015,3,online,R,50,strict,under 18,2.6
HI,2015,4,online,R,50,strict,under 18,3.6
HI,2015,1,tv,L,75,lenient,under 18,7
HI,2015,2,tv,L,75,lenient,under 18,17
HI,2015,3,tv,L,75,lenient,under 18,27
HI,2015,4,tv,L,75,lenient,under 18,37
HI,2015,1,tv,R,75,lenient,under 18,2
HI,2015,2,tv,R,75,lenient,under 18,7
HI,2015,3,tv,R,75,lenient,under 18,12
HI,2015,4,tv,R,75,lenient,under 18,17
HI,2015,1,online,L,75,lenient,under 18,1
HI,2015,2,online,L,75,lenient,under 18,3
HI,2015,3,online,L,75,lenient,under 18,5
HI,2015,4,online,L,75,lenient,under 18,7
HI,2015,1,online,R,75,lenient,under 18,0.5
HI,2015,2,online,R,75,lenient,under 18,1
HI,2015,3,online,R,75,lenient,under 18,2
HI,2015,4,online,R,75,lenient,under 18,3
HI,2015,1,tv,L,75,strict,under 18,6.6
HI,2015,2,tv,L,75,strict,under 18,16.6
HI,2015,3,tv,L,75,strict,under 18,26.6
HI,2015,4,tv,L,75,strict,under 18,36.6
HI,2015,1,tv,R,75,strict,under 18,1.6
HI,2015,2,tv,R,75,strict,under 18,6.6
HI,2015,3,tv,R,75,strict,under 18,11.6
HI,2015,4,tv,R,75,strict,under 18,16.6
HI,2015,1,online,L,75,strict,under 18,0.6
HI,2015,2,online,L,75,strict,under 18,2.6
HI,2015,3,online,L,75,strict,under 18,4.6
HI,2015,4,online,L,75,strict,under 18,6.6
HI,2015,1,online,R,75,strict,under 18,0.1
HI,2015,2,online,R,75,strict,under 18,0.6
HI,2015,3,online,R,75,strict,under 18,1.6
HI,2015,4,online,R,75,strict,under 18,2.6
IA,2015,1,tv,L,50,lenient,under 18,9.8
IA,2015,2,tv,L,50,lenient,under 18,19.8
IA,2015,3,tv,L,50,lenient,under 18,29.8
IA,2015,4,tv,L,50,lenient,under 18,39.8
IA,2015,1,tv,R,50,lenient,under 18,4.8
IA,2015,2,tv,R,50,lenient,under 18,9.8
IA,2015,3,tv,R,50,lenient,under 18,14.8
IA,2015,4,tv,R,50,lenient,under 18,19.8
IA,2015,1,online,L,50,lenient,under 18,1.8
IA,2015,2,online,L,50,lenient,under 18,3.8
IA,2015,3,online,L,50,lenient,under 18,5.8
IA,2015,4,online,L,50,lenient,under 18,7.8
IA,2015,1,online,R,50,lenient,under 18,0.8
IA,2015,2,online,R,50,lenient,under 18,1.8
IA,2015,3,online,R,50,lenient,under 18,2.8
IA,2015,4,online,R,50,lenient,under 18,3.8
IA,2015,1,tv,L,50,strict,under 18,9.4
IA,2015,2,tv,L,50,strict,under 18,19.4
IA,2015,3,tv,L,50,strict,under 18,29.4
IA,2015,4,tv,L,50,strict,under 18,39.4
IA,2015,1,tv,R,50,strict,under 18,4.4
IA,2015,2,tv,R,50,strict,under 18,9.4
IA,2015,3,tv,R,50,strict,under 18,14.4
IA,2015,4,tv,R,50,strict,under 18,19.4
IA,2015,1,online,L,50,strict,under 18,1.4
IA,2015,2,online,L,50,strict,under 18,3.4
IA,2015,3,online,L,50,strict,under 18,5.4
IA,2015,4,online,L,50,strict,under 18,7.4
IA,2015,1,online,R,50,strict,under 18,0.4
IA,2015,2,online,R,50,strict,under 18,1.4
IA,2015,3,online,R,50,strict,under 18,2.4
IA,2015,4,online,R,50,strict,under 18,3.4
IA,2015,1,tv,L,75,lenient,under 18,6.8
IA,2015,2,tv,L,75,lenient,under 18,16.8
IA,2015,3,tv,L,75,lenient,under 18,26.8
IA,2015,4,tv,L,75,lenient,under 18,36.8
IA,2015,1,tv,R,75,lenient,under 18,1.8
IA,2015,2,tv,R,75,lenient,under 18,6.8
IA,2015,3,tv,R,75,lenient,under 18,11.8
IA,2015,4,tv,R,75,lenient,under 18,16.8
IA,2015,1,online,L,75,lenient,under 18,0.8
IA,2015,2,online,L,75,lenient,under 18,2.8
IA,2015,3,online,L,75,lenient,under 18,4.8
IA,2015,4,online,L,75,lenient,under 18,6.8
IA,2015,1,online,R,75,lenient,under 18,0.3
IA,2015,2,online,R,75,lenient,under 18,0.8
IA,2015,3,online,R,75,lenient,under 18,1.8
IA,2015,4,online,R,75,lenient,under 18,2.8
IA,2015,1,tv,L,75,strict,under 18,6.4
IA,2015,2,tv,L,75,strict,under 18,16.4
IA,2015,3,tv,L,75,strict,under 18,26.4
IA,2015,4,tv,L,75,strict,under 18,36.4
IA,2015,1,tv,R,75,strict,under 18,1.4
IA,2015,2,tv,R,75,strict,under 18,6.4
IA,2015,3,tv,R,75,strict,under 18,11.4
IA,2015,4,tv,R,75,strict,under 18,16.4
IA,2015,1,online,L,75,strict,under 18,0.4
IA,2015,2,online,L,75,strict,under 18,2.4
IA,2015,3,online,L,75,strict,under 18,4.4
IA,2015,4,online,L,75,strict,under 18,6.4
IA,2015,1,online,R,75,strict,under 18,0
IA,2015,2,online,R,75,strict,under 18,0.4
IA,2015,3,online,R,75,strict,under 18,1.4
IA,2015,4,online,R,75,strict,under 18,2.4
ID,2015,1,tv,L,50,lenient,under 18,10
ID,2015,2,tv,L,50,lenient,under 18,20
ID,2015,3,tv,L,50,lenient,under 18,30
ID,2015,4,tv,L,50,lenient,under 18,40
ID,2015,1,tv,R,50,lenient,under 18,5
ID,2015,2,tv,R,50,lenient,under 18,10
ID,2015,3,tv,R,50,lenient,under 18,15
ID,2015,4,tv,R,50,lenient,under 18,20
ID,2015,1,online,L,50,lenient,under 18,2
ID,2015,2,online,L,50,lenient,under 18,4
ID,2015,3,online,L,50,lenient,under 18,6
ID,2015,4,online,L,50,lenient,under 18,8
ID,2015,1,online,R,50,lenient,under 18,1
ID,2015,2,online,R,50,lenient,under 18,2
ID,2015,3,online,R,50,lenient,under 18,3
ID,2015,4,online,R,50,lenient,under 18,4
ID,2015,1,tv,L,50,strict,under 18,9.6
ID,2015,2,tv,L,50,strict,under 18,19.6
ID,2015,3,tv,L,50,strict,under 18,29.6
ID,2015,4,tv,L,50,strict,under 18,39.6
ID,2015,1,tv,R,50,strict,under 18,4.6
ID,2015,2,tv,R,50,strict,under 18,9.6
ID,2015,3,tv,R,50,strict,under 18,14.6
ID,2015,4,tv,R,50,strict,under 18,19.6
ID,2015,1,online,L,50,strict,under 18,1.6
ID,2015,2,online,L,50,strict,under 18,3.6
ID,2015,3,online,L,50,strict,under 18,5.6
ID,2015,4,online,L,50,strict,under 18,7.6
ID,2015,1,online,R,50,strict,under 18,0.6
ID,2015,2,online,R,50,strict,under 18,1.6
ID,2015,3,online,R,50,strict,under 18,2.6
ID,2015,4,online,R,50,strict,under 18,3.6
ID,2015,1,tv,L,75,lenient,under 18,7
ID,2015,2,tv,L,75,lenient,under 18,17
ID,2015,3,tv,L,75,lenient,under 18,27
ID,2015,4,tv,L,75,lenient,under 18,37
ID,2015,1,tv,R,75,lenient,under 18,2
ID,2015,2,tv,R,75,lenient,under 18,7
ID,2015,3,tv,R,75,lenient,under 18,12
ID,2015,4,tv,R,75,lenient,under 18,17
ID,2015,1,online,L,75,lenient,under 18,1
ID,2015,2,online,L,75,lenient,under 18,3
ID,2015,3,online,L,75,lenient,under 18,5
ID,2015,4,online,L,75,lenient,under 18,7
ID,2015,1,online,R,75,lenient,under 18,0.5
ID,2015,2,online,R,75,lenient,under 18,1
ID,2015,3,online,R,75,lenient,under 18,2
ID,2015,4,online,R,75,lenient,under 18,3
ID,2015,1,tv,L,75,strict,under 18,6.6
ID,2015,2,tv,L,75,strict,under 18,16.6
ID,2015,3,tv,L,75,strict,under 18,26.6
ID,2015,4,tv,L,75,strict,under 18,36.6
ID,2015,1,tv,R,75,strict,under 18,1.6
ID,2015,2,tv,R,75,strict,under 18,6.6
ID,2015,3,tv,R,75,strict,under 18,11.6
ID,2015,4,tv,R,75,strict,under 18,16.6
ID,2015,1,online,L,75,strict,under 18,0.6
ID,2015,2,online,L,75,strict,under 18,2.6
ID,2015,3,online,L,75,strict,under 18,4.6
ID,2015,4,online,L,75,strict,under 18,6.6
ID,2015,1,online,R,75,strict,under 18,0.1
ID,2015,2,online,R,75,strict,under 18,0.6
ID,2015,3,online,R,75,strict,under 18,1.6
ID,2015,4,online,R,75,strict,under 18,2.6
IL,2015,1,tv,L,50,lenient,under 18,9.8
IL,2015,2,tv,L,50,lenient,under 18,19.8
IL,2015,3,tv,L,50,lenient,under 18,29.8
IL,2015,4,tv,L,50,lenient,under 18,39.8
IL,2015,1,tv,R,50,lenient,under 18,4.8
IL,2015,2,tv,R,50,lenient,under 18,9.8
IL,2015,3,tv,R,50,lenient,under 18,14.8
IL,2015,4,tv,R,50,lenient,under 18,19.8
IL,2015,1,online,L,50,lenient,under 18,1.8
IL,2015,2,online,L,50,lenient,under 18,3.8
IL,2015,3,online,L,50,lenient,under 18,5.8
IL,2015,4,online,L,50,lenient,under 18,7.8
IL,2015,1,online,R,50,lenient,under 18,0.8
IL,2015,2,online,R,50,lenient,under 18,1.8
IL,2015,3,online,R,50,lenient,under 18,2.8
IL,2015,4,online,R,50,lenient,under 18,3.8
IL,2015,1,tv,L,50,strict,under 18,9.4
IL,2015,2,tv,L,50,strict,under 18,19.4
IL,2015,3,tv,L,50,strict,under 18,29.4
IL,2015,4,tv,L,50,strict,under 18,39.4
IL,2015,1,tv,R,50,strict,under 18,4.4
IL,2015,2,tv,R,50,strict,under 18,9.4
IL,2015,3,tv,R,50,strict,under 18,14.4
IL,2015,4,tv,R,50,strict,under 18,19.4
IL,2015,1,online,L,50,strict,under 18,1.4
IL,2015,2,online,L,50,strict,under 18,3.4
IL,2015,3,online,L,50,strict,under 18,5.4
IL,2015,4,online,L,50,strict,under 18,7.4
IL,2015,1,online,R,50,strict,under 18,0.4
IL,2015,2,online,R,50,strict,under 18,1.4
IL,2015,3,online,R,50,strict,under 18,2.4
IL,2015,4,online,R,50,strict,under 18,3.4
IL,2015,1,tv,L,75,lenient,under 18,6.8
IL,2015,2,tv,L,75,lenient,under 18,16.8
IL,2015,3,tv,L,75,lenient,under 18,26.8
IL,2015,4,tv,L,75,lenient,under 18,36.8
IL,2015,1,tv,R,75,lenient,under 18,1.8
IL,2015,2,tv,R,75,lenient,under 18,6.8
IL,2015,3,tv,R,75,lenient,under 18,11.8
IL,2015,4,tv,R,75,lenient,under 18,16.8
IL,2015,1,online,L,75,lenient,under 18,0.8
IL,2015,2,online,L,75,lenient,under 18,2.8
IL,2015,3,online,L,75,lenient,under 18,4.8
IL,2015,4,online,L,75,lenient,under 18,6.8
IL,2015,1,online,R,75,lenient,under 18,0.3
IL,2015,2,online,R,75,lenient,under 18,0.8
IL,2015,3,online,R,75,lenient,under 18,1.8
IL,2015,4,online,R,75,lenient,under 18,2.8
IL,2015,1,tv,L,75,strict,under 18,6.4
IL,2015,2,tv,L,75,strict,under 18,16.4
IL,2015,3,tv,L,75,strict,under 18,26.4
IL,2015,4,tv,L,75,strict,under 18,36.4
IL,2015,1,tv,R,75,strict,under 18,1.4
IL,2015,2,tv,R,75,strict,under 18,6.4
IL,2015,3,tv,R,75,strict,under 18,11.4
IL,2015,4,tv,R,75,strict,under 18,16.4
IL,2015,1,online,L,75,strict,under 18,0.4
IL,2015,2,online,L,75,strict,under 18,2.4
IL,2015,3,online,L,75,strict,under 18,4.4
IL,2015,4,online,L,75,strict,under 18,6.4
IL,2015,1,online,R,75,strict,under 18,0
IL,2015,2,online,R,75,strict,under 18,0.4
IL,2015,3,online,R,75,strict,under 18,1.4
IL,2015,4,online,R,75,strict,under 18,2.4
IN,2015,1,tv,L,50,lenient,under 18,10
IN,2015,2,tv,L,50,lenient,under 18,20
IN,2015,3,tv,L,50,lenient,under 18,30
IN,2015,4,tv,L,50,lenient,under 18,40
IN,2015,1,tv,R,50,lenient,under 18,5
IN,2015,2,tv,R,50,lenient,under 18,10
IN,2015,3,tv,R,50,lenient,under 18,15
IN,2015,4,tv,R,50,lenient,under 18,20
IN,2015,1,online,L,50,lenient,under 18,2
IN,2015,2,online,L,50,lenient,under 18,4
IN,2015,3,online,L,50,lenient,under 18,6
IN,2015,4,online,L,50,lenient,under 18,8
IN,2015,1,online,R,50,lenient,under 18,1
IN,2015,2,online,R,50,lenient,under 18,2
IN,2015,3,online,R,50,lenient,under 18,3
IN,2015,4,online,R,50,lenient,under 18,4
IN,2015,1,tv,L,50,strict,under 18,9.6
IN,2015,2,tv,L,50,strict,under 18,19.6
IN,2015,3,tv,L,50,strict,under 18,29.6
IN,2015,4,tv,L,50,strict,under 18,39.6
IN,2015,1,tv,R,50,strict,under 18,4.6
IN,2015,2,tv,R,50,strict,under 18,9.6
IN,2015,3,tv,R,50,strict,under 18,14.6
IN,2015,4,tv,R,50,strict,under 18,19.6
IN,2015,1,online,L,50,strict,under 18,1.6
IN,2015,2,online,L,50,strict,under 18,3.6
IN,2015,3,online,L,50,strict,under 18,5.6
IN,2015,4,online,L,50,strict,under 18,7.6
IN,2015,1,online,R,50,strict,under 18,0.6
IN,2015,2,online,R,50,strict,under 18,1.6
IN,2015,3,online,R,50,strict,under 18,2.6
IN,2015,4,online,R,50,strict,under 18,3.6
IN,2015,1,tv,L,75,lenient,under 18,7
IN,2015,2,tv,L,75,lenient,under 18,17
IN,2015,3,tv,L,75,lenient,under 18,27
IN,2015,4,tv,L,75,lenient,under 18,37
IN,2015,1,tv,R,75,lenient,under 18,2
IN,2015,2,tv,R,75,lenient,under 18,7
IN,2015,3,tv,R,75,lenient,under 18,12
IN,2015,4,tv,R,75,lenient,under 18,17
IN,2015,1,online,L,75,lenient,under 18,1
IN,2015,2,online,L,75,lenient,under 18,3
IN,2015,3,online,L,75,lenient,under 18,5
IN,2015,4,online,L,75,lenient,under 18,7
IN,2015,1,online,R,75,lenient,under 18,0.5
IN,2015,2,online,R,75,lenient,under 18,1
IN,2015,3,online,R,75,lenient,under 18,2
IN,2015,4,online,R,75,lenient,under 18,3
IN,2015,1,tv,L,75,strict,under 18,6.6
IN,2015,2,tv,L,75,strict,under 18,16.6
IN,2015,3,tv,L,75,strict,under 18,26.6
IN,2015,4,tv,L,75,strict,under 18,36.6
IN,2015,1,tv,R,75,strict,under 18,1.6
IN,2015,2,tv,R,75,strict,under 18,6.6
IN,2015,3,tv,R,75,strict,under 18,11.6
IN,2015,4,tv,R,75,strict,under 18,16.6
IN,2015,1,online,L,75,strict,under 18,0.6
IN,2015,2,online,L,75,strict,under 18,2.6
IN,2015,3,online,L,75,strict,under 18,4.6
IN,2015,4,online,L,75,strict,under 18,6.6
IN,2015,1,online,R,75,strict,under 18,0.1
IN,2015,2,online,R,75,strict,under 18,0.6
IN,2015,3,online,R,75,strict,under 18,1.6
IN,2015,4,online,R,75,strict,under 18,2.6
KS,2015,1,tv,L,50,lenient,under 18,9.8
KS,2015,2,tv,L,50,lenient,under 18,19.8
KS,2015,3,tv,L,50,lenient,under 18,29.8
KS,2015,4,tv,L,50,lenient,under 18,39.8
KS,2015,1,tv,R,50,lenient,under 18,4.8
KS,2015,2,tv,R,50,lenient,under 18,9.8
KS,2015,3,tv,R,50,lenient,under 18,14.8
KS,2015,4,tv,R,50,lenient,under 18,19.8
KS,2015,1,online,L,50,lenient,under 18,1.8
KS,2015,2,online,L,50,lenient,under 18,3.8
KS,2015,3,online,L,50,lenient,under 18,5.8
KS,2015,4,online,L,50,lenient,under 18,7.8
KS,2015,1,online,R,50,lenient,under 18,0.8
KS,2015,2,online,R,50,lenient,under 18,1.8
KS,2015,3,online,R,50,lenient,under 18,2.8
KS,2015,4,online,R,50,lenient,under 18,3.8
KS,2015,1,tv,L,50,strict,under 18,9.4
KS,2015,2,tv,L,50,strict,under 18,19.4
KS,2015,3,tv,L,50,strict,under 18,29.4
KS,2015,4,tv,L,50,strict,under 18,39.4
KS,2015,1,tv,R,50,strict,under 18,4.4
KS,2015,2,tv,R,50,strict,under 18,9.4
KS,2015,3,tv,R,50,strict,under 18,14.4
KS,2015,4,tv,R,50,strict,under 18,19.4
KS,2015,1,online,L,50,strict,under 18,1.4
KS,2015,2,online,L,50,strict,under 18,3.4
KS,2015,3,online,L,50,strict,under 18,5.4
KS,2015,4,online,L,50,strict,under 18,7.4
KS,2015,1,online,R,50,strict,under 18,0.4
KS,2015,2,online,R,50,strict,under 18,1.4
KS,2015,3,online,R,50,strict,under 18,2.4
KS,2015,4,online,R,50,strict,under 18,3.4
KS,2015,1,tv,L,75,lenient,under 18,6.8
KS,2015,2,tv,L,75,lenient,under 18,16.8
KS,2015,3,tv,L,75,lenient,under 18,26.8
KS,2015,4,tv,L,75,lenient,under 18,36.8
KS,2015,1,tv,R,75,lenient,under 18,1.8
KS,2015,2,tv,R,75,lenient,under 18,6.8
KS,2015,3,tv,R,75,lenient,under 18,11.8
KS,2015,4,tv,R,75,lenient,under 18,16.8
KS,2015,1,online,L,75,lenient,under 18,0.8
KS,2015,2,online,L,75,lenient,under 18,2.8
KS,2015,3,online,L,75,lenient,under 18,4.8
KS,2015,4,online,L,75,lenient,under 18,6.8
KS,2015,1,online,R,75,lenient,under 18,0.3
KS,2015,2,online,R,75,lenient,under 18,0.8
KS,2015,3,online,R,75,lenient,under 18,1.8
KS,2015,4,online,R,75,lenient,under 18,2.8
KS,2015,1,tv,L,75,strict,under 18,6.4
KS,2015,2,tv,L,75,strict,under 18,16.4
KS,2015,3,tv,L,75,strict,under 18,26.4
KS,2015,4,tv,L,75,strict,under 18,36.4
KS,2015,1,tv,R,75,strict,under 18,1.4
KS,2015,2,tv,R,75,strict,under 18,6.4
KS,2015,3,tv,R,75,strict,under 18,11.4
KS,2015,4,tv,R,75,strict,under 18,16.4
KS,2015,1,online,L,75,strict,under 18,0.4
KS,2015,2,online,L,75,strict,under 18,2.4
KS,2015,3,online,L,75,strict,under 18,4.4
KS,2015,4,online,L,75,strict,under 18,6.4
KS,2015,1,online,R,75,strict,under 18,0
KS,2015,2,online,R,75,strict,under 18,0.4
KS,2015,3,online,R,75,strict,under 18,1.4
KS,2015,4,online,R,75,strict,under 18,2.4
KY,2015,1,tv,L,50,lenient,under 18,10
KY,2015,2,tv,L,50,lenient,under 18,20
